-2.244375 	3.293514 	-3.274860
-4.014967 	2.392344 	-2.128432
-3.597505 	2.730201 	-3.874413
111.200851 	-66.240776 	42.702374
-2.486667 	2.715276 	-2.632945
-3.687567 	3.394080 	-5.209073
-4.312309 	4.336968 	-1.351941
-2.578711 	2.309118 	-3.326827
-3.533910 	2.982415 	-1.529539
-4.498194 	4.661629 	-5.604244
-4.923228 	4.643373 	-4.842718
-5.120930 	3.742133 	-4.669641
-2.788176 	5.511054 	-3.662302
-50.580009 	50.261974 	-22.864773
-4.220119 	1.934864 	-3.985751
-3.689011 	2.066452 	-3.153545
-4.191968 	2.804794 	-4.748429
-4.298057 	5.392344 	-4.013623
-5.066242 	4.075905 	-5.503417
-3.617685 	1.587937 	-2.144045
-5.289793 	2.482293 	-3.715096
-4.933323 	5.025059 	-3.523374
89.541344 	-20.182873 	-112.106216
-71.051094 	-45.206364 	-164.490372
-3.288615 	2.002501 	-3.950469
-3.798494 	4.777292 	-4.665865
-2.745661 	4.586301 	-2.170775
-179.477463 	49.121422 	41.618633
-5.385856 	4.977060 	-2.846572
-3.783540 	3.459969 	-3.536171
-4.680678 	3.335331 	-3.092918
-3.367647 	4.058440 	-4.816208
-5.977403 	4.464845 	-2.494869
-4.160513 	1.317052 	-3.348402
-4.885488 	1.659781 	-3.662713
-5.591310 	3.581326 	-3.010230
-19.501423 	-52.867607 	58.509129
-2.090302 	4.517841 	-4.077961
-2.113583 	1.823203 	-3.835938
-2.620533 	3.853630 	-4.236525
-3.233649 	3.240707 	-4.477177
-2.766478 	1.253636 	-3.547587
-5.110233 	2.809200 	-4.525479
-4.448197 	2.873028 	-3.948630
-5.188889 	3.431642 	-3.827163
-10.428263 	-26.656090 	-12.816553
-3.447303 	0.980616 	-3.038640
-3.421678 	4.003423 	-2.339017
-4.504524 	4.693698 	-2.648195
-3.456031 	4.473505 	-3.025356
-2.116317 	1.540617 	-2.926721
-4.438855 	2.440064 	-3.164161
-5.128814 	5.681476 	-4.040859
-5.712331 	2.761758 	-2.920055
88.950996 	-20.662958 	-112.048866
-4.233011 	4.601343 	-3.768382
-3.968760 	3.698594 	-4.322588
-5.064786 	4.622174 	-2.013371
-2.068748 	3.183667 	-4.184824
110.559845 	-66.482658 	43.082073
-4.608355 	1.700029 	-2.712454
36.073586 	-199.278214 	125.213722
-3.777697 	4.700923 	-2.154555
-4.761732 	5.398417 	-2.260311
35.270832 	-199.282806 	125.233940
-4.215091 	3.965172 	-2.068192
-3.199100 	2.336491 	-2.252625
-3.273483 	2.890503 	-2.931122
-50.284782 	49.812634 	-22.312576
-2.539980 	2.069485 	-4.479434
88.843140 	-20.007376 	-112.495857
-4.180305 	3.979211 	-5.946395
-2.623342 	3.847705 	-2.604676
-3.810116 	3.193331 	-2.326003
-4.465338 	3.342083 	-5.353704
-10.904051 	-27.233179 	-12.997091
-4.603356 	5.789714 	-3.138668
-2.874666 	3.519799 	-5.195730
-50.011482 	50.586861 	-22.378113
-4.971608 	4.112328 	-3.190774
-2.758559 	4.632501 	-3.437345
-3.455369 	4.356693 	-3.895419
-3.507582 	5.218715 	-4.011262
-2.976892 	3.715302 	-3.526565
-3.653967 	3.844303 	-1.460641
-2.943783 	3.166142 	-2.090414
-2.984400 	1.723177 	-2.869507
-2.178246 	4.786296 	-2.751812
-5.013260 	4.296856 	-4.031015
-4.344785 	4.083332 	-4.969123
-2.003933 	4.094622 	-3.273685
-2.756435 	2.769457 	-3.969889
-4.867688 	2.735971 	-2.515033
-5.717990 	5.149682 	-2.115312
-4.975832 	3.751688 	-2.323719
-4.121277 	1.001662 	-2.557182
-4.484779 	3.072001 	-1.721949
-1.653285 	3.863837 	-4.267959
-5.480723 	5.741899 	-3.178280
-2.019571 	5.175816 	-3.527136
-4.156840 	3.966383 	-2.959959
-2.886209 	4.776145 	-4.410776
-3.929009 	5.165277 	-3.156631
-2.389528 	4.202704 	-4.937825
142.771530 	20.938492 	131.921234
142.796249 	20.439795 	132.609665
-3.324167 	2.494668 	-4.857854
-2.513258 	2.829153 	-4.841475
