Best Configuration:

x		y		z
1.246572 	1.269657 	0.579934
-0.414582 	2.001042 	-1.820029
0.684079 	2.012418 	0.653534
0.961068 	-2.197151 	-1.032848
-0.452012 	-1.780584 	-0.264892
-1.742185 	0.880154 	-0.084154
0.902767 	-0.385873 	1.170285
-0.993556 	0.312441 	-1.913811
-2.540804 	0.446807 	0.248729
0.598245 	2.596931 	1.582079
0.252516 	-1.666863 	-0.651011
-0.134659 	0.453765 	-1.582577
0.555180 	2.237662 	2.368043
-1.192922 	1.254845 	0.534802
1.818552 	0.699216 	0.968176
-0.204116 	-0.008640 	-0.347749
-2.371355 	-0.352771 	-1.872200
0.819242 	-0.554946 	-2.880138
0.155623 	-2.473814 	0.524055
-0.405547 	-0.748410 	-0.760299
0.030467 	-1.671242 	0.650053
-2.100194 	-1.339735 	0.549362
1.593081 	-0.064992 	1.613414
1.728633 	-0.951716 	0.049969
1.389700 	-1.447564 	-0.711718
-1.408823 	0.562122 	-0.935197
-0.964492 	-1.695945 	0.370235
-0.698383 	0.997293 	-1.225855
1.051899 	-1.249675 	1.618950
-1.662815 	-1.534262 	-0.161053
0.934621 	0.409827 	0.596231
-1.052220 	2.536552 	-1.434431
-0.920046 	0.588806 	0.998565
0.167702 	1.321538 	-1.399918
0.766873 	-0.934122 	-0.642963
-1.099481 	-1.039534 	1.735465
0.922848 	-0.669454 	-1.769112
1.119668 	2.001164 	-0.188054
0.698468 	-1.955121 	0.133472
-0.898897 	-0.802968 	-1.485737
0.292834 	-1.651572 	1.927465
0.138698 	0.870217 	0.271641
1.602341 	0.686955 	0.044127
1.751086 	0.480655 	-0.729189
-1.669114 	1.520556 	1.239148
-0.798604 	0.105268 	1.760507
1.957065 	1.706920 	-0.250587
-1.997725 	0.876942 	0.751211
-1.437191 	0.628920 	1.696528
0.318628 	0.411749 	-2.470688
-0.130336 	1.669581 	1.708791
0.382158 	2.654141 	-0.280189
-1.421827 	-1.287717 	0.981092
-2.561215 	1.203479 	-0.122822
1.887664 	-1.555401 	1.636798
-0.566310 	-0.633644 	1.219259
-0.487518 	1.596316 	0.982497
-0.430762 	0.854322 	2.056254
0.400648 	-0.342625 	0.461185
2.204268 	2.300294 	0.305561
-0.444931 	1.748927 	-0.976359
-0.360973 	-0.787242 	0.384328
0.270976 	0.586233 	-0.624652
1.537157 	-1.863906 	0.024130
-0.173966 	-0.409046 	-1.748743
0.307037 	-1.158976 	0.055071
2.024456 	-0.757559 	1.963077
-1.444263 	0.224412 	0.460968
0.422428 	2.871515 	0.564966
-0.257520 	1.145864 	-2.215907
1.523383 	-1.763163 	0.887275
-1.770231 	-0.104980 	-1.350780
2.548819 	0.570060 	-0.970506
-1.272038 	-0.944783 	2.572941
0.307983 	-0.226495 	-1.034953
0.293688 	1.823053 	-0.061131
-0.283472 	1.200445 	-0.434423
1.675465 	-0.820447 	1.213717
-1.329448 	-0.273510 	1.176680
-1.002480 	-1.071604 	-0.250746
1.514479 	1.713609 	1.354252
2.128886 	1.342555 	0.482975
0.195649 	-0.358315 	1.699484
-0.895259 	0.625639 	-0.053183
-0.732860 	-1.434453 	-0.950583
-1.876565 	-0.675881 	0.118825
-0.954909 	1.458300 	1.693917
1.463413 	2.209439 	0.698088
1.249589 	1.268623 	-0.626873
2.366128 	0.960860 	-0.256539
-1.978001 	0.104176 	-0.383964
-0.064382 	-1.963225 	-1.365497
1.514158 	-0.263840 	0.605823
-1.160179 	-0.200042 	-0.241705
0.329249 	-1.012013 	1.176169
0.739188 	-1.920241 	1.103565
-0.485140 	-1.051128 	-2.246369
1.041614 	-1.071378 	0.630925
2.216518 	1.511270 	-1.007950
-0.500756 	-1.261899 	2.320391
0.282104 	-0.795011 	-2.303718
0.684733 	-1.438834 	-1.348398
0.014462 	-1.364170 	2.941294
-1.517995 	-0.356835 	2.079206
1.131101 	-0.372431 	-0.118929
1.182528 	-0.337581 	-1.004072
-0.737069 	0.059405 	-1.112789
-0.564514 	0.010721 	0.566081
